"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","Veraenderung"
"22.06.2021","11.982,48","11.983,26","11.991,31","11.913,44","34,16M","-0,11%"
"21.06.2021","11.995,63","11.882,54","11.995,63","11.874,11","39,38M","0,46%"
"18.06.2021","11.941,25","12.023,28","12.072,11","11.930,98","148,06M","-0,58%"
"17.06.2021","12.011,11","11.943,71","12.017,76","11.914,52","53,74M","0,24%"
"16.06.2021","11.982,03","11.935,26","11.995,82","11.923,31","43,39M","0,50%"
"15.06.2021","11.921,97","11.902,54","11.963,60","11.892,47","34,32M","0,47%"
"14.06.2021","11.866,41","11.871,13","11.895,54","11.837,89","30,02M","0,21%"
"11.06.2021","11.841,30","11.798,98","11.873,63","11.783,41","35,63M","0,26%"
"10.06.2021","11.810,80","11.823,44","11.834,69","11.772,91","36,95M","0,19%"
"09.06.2021","11.788,10","11.639,60","11.788,10","11.630,51","36,22M","1,13%"
"08.06.2021","11.656,89","11.664,23","11.702,92","11.647,05","42,71M","0,23%"
"07.06.2021","11.630,66","11.535,88","11.641,31","11.530,64","29,57M","0,52%"
"04.06.2021","11.570,68","11.514,95","11.570,68","11.505,21","29,86M","0,52%"
"03.06.2021","11.510,60","11.445,80","11.510,60","11.424,81","31,91M","0,35%"
"02.06.2021","11.470,35","11.455,79","11.495,31","11.455,54","32,65M","0,31%"
"01.06.2021","11.434,88","11.415,20","11.501,35","11.389,88","38,21M","0,63%"
"31.05.2021","11.363,45","11.400,52","11.433,76","11.363,45","22,14M","-0,55%"
"28.05.2021","11.426,15","11.345,40","11.443,97","11.326,75","40,92M","0,76%"
"27.05.2021","11.340,27","11.341,19","11.408,61","11.321,11","77,08M","-0,07%"
"26.05.2021","11.348,74","11.325,42","11.382,32","11.310,42","40,70M","0,38%"
"25.05.2021","11.305,74","11.261,60","11.332,09","11.258,80","46,29M","0,71%"
"21.05.2021","11.225,58","11.205,81","11.239,20","11.138,90","43,99M","0,66%"
"20.05.2021","11.152,08","11.091,32","11.152,08","11.054,42","42,27M","0,97%"
"19.05.2021","11.045,20","11.060,74","11.099,54","10.993,72","46,76M","-0,87%"
"18.05.2021","11.141,75","11.178,47","11.205,69","11.116,30","36,72M","0,06%"
"17.05.2021","11.135,37","11.133,30","11.163,99","11.084,52","39,93M","0,13%"
"14.05.2021","11.120,77","11.101,48","11.129,87","11.066,60","41,03M","0,79%"
"12.05.2021","11.033,90","11.014,33","11.069,24","10.981,80","47,62M","0,41%"
"11.05.2021","10.989,32","11.037,57","11.044,37","10.932,85","52,07M","-1,21%"
"10.05.2021","11.123,67","11.157,76","11.159,08","11.086,98","40,93M","-0,45%"
"07.05.2021","11.173,57","11.140,83","11.173,57","11.106,42","47,44M","0,56%"
"06.05.2021","11.111,10","11.129,85","11.139,63","11.062,69","49,96M","0,02%"
"05.05.2021","11.108,88","11.028,48","11.114,37","11.014,90","48,07M","1,26%"
"04.05.2021","10.970,93","11.123,44","11.144,83","10.959,78","49,99M","-1,33%"
"03.05.2021","11.119,00","11.072,54","11.148,06","11.056,71","34,46M","0,88%"
"30.04.2021","11.022,34","11.103,99","11.123,35","11.022,34","48,38M","-0,52%"
"29.04.2021","11.079,51","11.137,18","11.162,20","11.064,28","49,38M","-0,22%"
"28.04.2021","11.103,46","11.106,82","11.126,69","11.070,72","50,80M","0,10%"
"27.04.2021","11.092,08","11.147,58","11.178,42","11.068,23","61,40M","-0,63%"
"26.04.2021","11.162,09","11.194,40","11.201,80","11.131,19","54,30M","-0,34%"
"23.04.2021","11.200,54","11.211,91","11.217,89","11.130,31","60,88M","-0,22%"
"22.04.2021","11.224,90","11.214,23","11.254,91","11.197,54","99,10M","0,14%"
"21.04.2021","11.209,09","11.119,44","11.229,15","11.117,62","57,62M","1,17%"
"20.04.2021","11.078,98","11.203,08","11.216,35","11.065,87","53,95M","-1,17%"
"19.04.2021","11.209,84","11.245,01","11.266,78","11.183,56","47,83M","-0,47%"
"16.04.2021","11.262,97","11.198,58","11.262,97","11.169,01","60,21M","0,57%"
"15.04.2021","11.198,70","11.160,90","11.226,25","11.156,56","51,93M","0,38%"
"14.04.2021","11.156,21","11.135,69","11.182,33","11.121,87","54,60M","0,30%"
"13.04.2021","11.122,37","11.174,08","11.180,96","11.094,84","49,99M","-0,53%"
"12.04.2021","11.181,35","11.220,77","11.238,38","11.166,32","43,54M","-0,51%"
"09.04.2021","11.238,52","11.206,85","11.247,01","11.190,70","59,49M","0,28%"
"08.04.2021","11.206,88","11.129,14","11.206,88","11.128,67","45,60M","0,71%"
"07.04.2021","11.128,18","11.147,37","11.163,34","11.108,33","53,40M","-0,49%"
"06.04.2021","11.182,95","11.170,60","11.213,79","11.142,67","80,58M","0,58%"
"01.04.2021","11.118,03","11.102,29","11.141,20","11.080,56","53,53M","0,64%"
"31.03.2021","11.047,37","11.114,89","11.123,26","11.047,02","76,40M","-0,67%"
"30.03.2021","11.121,42","11.110,64","11.138,11","11.079,88","79,38M","0,29%"
"29.03.2021","11.089,60","11.127,74","11.132,00","11.058,69","117,37M","-0,24%"
"26.03.2021","11.116,81","11.113,90","11.143,86","11.091,63","46,26M","0,16%"
"25.03.2021","11.098,81","11.026,65","11.102,78","11.017,32","52,09M","0,32%"
"24.03.2021","11.063,87","11.048,59","11.106,94","11.033,37","43,81M","-0,31%"
"23.03.2021","11.098,66","11.030,89","11.118,33","11.016,21","48,42M","0,45%"
"22.03.2021","11.048,58","10.931,56","11.048,58","10.928,34","51,63M","0,74%"
"19.03.2021","10.967,37","10.915,47","10.975,90","10.891,67","143,86M","-0,06%"
"18.03.2021","10.973,76","10.912,75","10.983,23","10.896,41","68,76M","0,47%"
"17.03.2021","10.922,49","10.934,47","10.947,39","10.881,50","50,88M","-0,20%"
"16.03.2021","10.944,48","10.925,05","10.968,54","10.916,00","48,59M","0,71%"
"15.03.2021","10.867,33","10.858,50","10.905,19","10.842,83","45,83M","0,25%"
"12.03.2021","10.839,93","10.850,39","10.872,21","10.830,28","49,63M","-0,40%"
"11.03.2021","10.883,23","10.894,84","10.917,74","10.859,50","51,94M","-0,24%"
"10.03.2021","10.909,77","10.801,23","10.933,89","10.788,34","46,79M","0,48%"
"09.03.2021","10.857,97","10.775,07","10.857,97","10.746,71","53,95M","0,25%"
"08.03.2021","10.830,38","10.687,66","10.838,29","10.659,07","55,31M","2,10%"
"05.03.2021","10.607,79","10.657,88","10.691,53","10.607,79","55,11M","-1,32%"
"04.03.2021","10.750,09","10.720,23","10.769,38","10.688,31","54,42M","-0,20%"
"03.03.2021","10.771,88","10.850,00","10.864,60","10.693,60","55,65M","-0,42%"
"02.03.2021","10.817,15","10.713,12","10.855,99","10.704,38","55,41M","1,03%"
"01.03.2021","10.706,59","10.659,26","10.713,41","10.606,08","47,87M","1,75%"
"26.02.2021","10.522,22","10.532,31","10.686,02","10.513,43","64,96M","-1,28%"
"25.02.2021","10.658,87","10.745,20","10.746,09","10.656,65","46,97M","-0,64%"
"24.02.2021","10.727,70","10.630,59","10.771,25","10.626,77","59,23M","1,12%"
"23.02.2021","10.609,03","10.702,06","10.729,74","10.529,03","51,07M","-0,83%"
"22.02.2021","10.697,38","10.632,11","10.716,27","10.610,65","46,81M","-0,07%"
"19.02.2021","10.704,75","10.744,37","10.773,77","10.704,75","60,38M","-0,12%"
"18.02.2021","10.717,71","10.809,83","10.834,26","10.714,56","51,07M","-0,85%"
"17.02.2021","10.809,28","10.867,78","10.878,17","10.783,99","40,76M","-0,90%"
"16.02.2021","10.907,60","10.924,60","10.953,42","10.900,18","40,83M","-0,31%"
"15.02.2021","10.940,99","10.890,70","10.943,43","10.883,52","32,78M","0,56%"
"12.02.2021","10.880,37","10.836,60","10.890,82","10.816,71","31,20M","0,25%"
"11.02.2021","10.852,91","10.821,78","10.881,17","10.813,00","33,70M","0,25%"
"10.02.2021","10.825,75","10.818,14","10.900,11","10.774,94","42,87M","0,20%"
"09.02.2021","10.803,67","10.757,14","10.817,71","10.735,16","40,86M","0,23%"
"08.02.2021","10.778,83","10.803,97","10.844,11","10.778,83","44,23M","0,22%"
"05.02.2021","10.755,47","10.855,60","10.857,00","10.745,03","43,44M","-0,97%"
"04.02.2021","10.860,95","10.739,20","10.866,63","10.731,68","53,66M","0,79%"
"03.02.2021","10.775,68","10.866,51","10.887,51","10.762,83","46,20M","-0,26%"
"02.02.2021","10.803,57","10.755,91","10.857,05","10.748,90","51,70M","0,59%"
"01.02.2021","10.740,22","10.666,16","10.751,66","10.650,64","46,90M","1,41%"
"29.01.2021","10.591,06","10.721,16","10.742,86","10.591,06","70,16M","-2,38%"
"28.01.2021","10.849,82","10.821,74","10.918,36","10.712,78","63,70M","-0,50%"
"27.01.2021","10.904,24","10.921,60","11.000,05","10.832,09","77,86M","-0,55%"
"26.01.2021","10.964,05","10.933,88","11.013,81","10.919,91","70,50M","0,35%"
"25.01.2021","10.925,70","10.980,34","11.014,28","10.918,56","55,64M","-0,05%"
"22.01.2021","10.930,81","10.898,94","10.951,07","10.868,71","47,22M","0,16%"
"21.01.2021","10.913,11","10.997,85","11.004,44","10.908,71","41,19M","-0,30%"
"20.01.2021","10.945,46","10.888,79","10.993,54","10.872,80","43,80M","0,63%"
"19.01.2021","10.876,98","10.927,18","10.944,88","10.869,43","48,24M","-0,11%"
"18.01.2021","10.888,54","10.864,99","10.900,94","10.850,57","33,62M","0,11%"
"15.01.2021","10.877,06","10.830,15","10.901,20","10.825,23","78,56M","0,24%"
"14.01.2021","10.850,81","10.847,23","10.891,87","10.809,08","45,42M","0,04%"
"13.01.2021","10.846,88","10.874,29","10.907,09","10.846,88","47,46M","-0,26%"
"12.01.2021","10.875,25","10.883,19","10.896,36","10.829,10","56,74M","0,04%"
"11.01.2021","10.870,42","10.807,09","10.883,23","10.750,54","50,28M","0,67%"
"08.01.2021","10.797,99","10.828,53","10.838,86","10.777,41","66,31M","0,18%"
"07.01.2021","10.778,67","10.743,50","10.826,87","10.686,74","77,90M","0,29%"
"06.01.2021","10.747,08","10.674,87","10.759,20","10.620,74","79,43M","0,50%"
"05.01.2021","10.694,09","10.718,65","10.793,60","10.671,28","55,15M","-0,41%"
"04.01.2021","10.738,39","10.805,93","10.812,32","10.693,86","52,42M","0,33%"
"30.12.2020","10.703,51","10.701,23","10.749,68","10.685,94","35,20M","0,20%"
"29.12.2020","10.682,04","10.618,71","10.683,84","10.599,81","34,00M","0,74%"
"28.12.2020","10.603,49","10.495,13","10.611,34","10.495,13","30,11M","1,84%"
"23.12.2020","10.411,92","10.402,89","10.439,94","10.376,78","37,57M","0,08%"
"22.12.2020","10.403,37","10.331,98","10.413,96","10.329,99","37,69M","0,95%"
"21.12.2020","10.305,52","10.433,98","10.449,32","10.237,94","63,54M","-2,07%"
"18.12.2020","10.523,86","10.543,55","10.594,65","10.518,70","105,81M","-0,16%"
"17.12.2020","10.540,36","10.486,03","10.569,70","10.478,50","62,31M","0,80%"
"16.12.2020","10.456,78","10.381,52","10.456,78","10.355,14","78,71M","1,12%"
"15.12.2020","10.341,18","10.359,81","10.391,24","10.319,42","61,57M","-0,31%"
"14.12.2020","10.373,03","10.425,10","10.459,77","10.351,76","49,93M","-0,18%"
"11.12.2020","10.391,76","10.379,89","10.423,67","10.291,98","51,08M","-0,04%"
"10.12.2020","10.395,96","10.462,51","10.485,45","10.375,95","66,20M","-0,33%"
"09.12.2020","10.430,02","10.412,84","10.469,15","10.378,52","43,14M","0,35%"
"08.12.2020","10.394,10","10.387,44","10.407,62","10.265,31","48,95M","0,18%"
"07.12.2020","10.375,38","10.375,02","10.422,96","10.337,42","49,31M","0,10%"
"04.12.2020","10.364,50","10.369,09","10.392,18","10.338,91","54,50M","0,21%"
"03.12.2020","10.342,63","10.429,88","10.452,83","10.325,53","63,80M","-0,89%"
"02.12.2020","10.435,36","10.423,41","10.476,35","10.403,54","67,86M","-0,13%"
"01.12.2020","10.449,21","10.473,33","10.495,18","10.421,10","65,05M","-0,26%"
"30.11.2020","10.476,43","10.471,43","10.551,16","10.452,51","89,57M","-0,24%"
"27.11.2020","10.501,18","10.496,30","10.505,79","10.452,14","49,14M","0,03%"
"26.11.2020","10.497,79","10.511,52","10.524,82","10.494,69","41,71M","0,09%"
"25.11.2020","10.488,27","10.500,11","10.543,26","10.481,98","80,36M","-0,03%"
"24.11.2020","10.491,59","10.509,76","10.514,96","10.435,02","77,39M","0,26%"
"23.11.2020","10.464,40","10.529,89","10.553,32","10.453,91","64,02M","-0,30%"
"20.11.2020","10.495,65","10.484,84","10.528,33","10.450,61","68,35M","0,05%"
"19.11.2020","10.490,77","10.475,43","10.517,08","10.468,41","64,91M","-0,69%"
"18.11.2020","10.563,89","10.532,58","10.619,26","10.501,41","58,95M","-0,01%"
"17.11.2020","10.565,12","10.582,20","10.628,41","10.540,72","72,69M","-0,20%"
"16.11.2020","10.586,74","10.482,56","10.590,73","10.460,69","85,38M","0,90%"
"13.11.2020","10.492,61","10.494,45","10.513,90","10.464,10","53,39M","-0,03%"
"12.11.2020","10.496,20","10.473,44","10.561,35","10.459,41","59,55M","-0,34%"
"11.11.2020","10.532,27","10.369,43","10.558,63","10.367,22","67,52M","1,66%"
"10.11.2020","10.360,69","10.389,84","10.422,67","10.310,42","119,44M","-0,55%"
"09.11.2020","10.417,99","10.405,97","10.644,22","10.350,05","117,79M","0,92%"
"06.11.2020","10.322,57","10.263,31","10.350,38","10.221,65","58,14M","0,16%"
"05.11.2020","10.306,35","10.333,61","10.381,02","10.268,91","66,64M","0,19%"
"04.11.2020","10.286,79","9.996,55","10.301,27","9.982,26","80,50M","2,83%"
"03.11.2020","10.003,82","9.821,13","10.003,82","9.817,23","77,86M","2,17%"
"02.11.2020","9.791,68","9.595,66","9.802,57","9.556,93","63,10M","2,13%"
"30.10.2020","9.587,15","9.504,06","9.587,15","9.494,52","76,41M","0,32%"
"29.10.2020","9.556,14","9.660,42","9.670,65","9.496,22","82,86M","-0,65%"
"28.10.2020","9.618,65","9.803,24","9.803,41","9.563,08","84,89M","-2,72%"
"27.10.2020","9.887,49","9.978,51","10.000,56","9.861,84","61,98M","-0,98%"
"26.10.2020","9.985,62","9.956,35","10.029,97","9.946,93","55,50M","-0,38%"
"23.10.2020","10.023,90","9.978,50","10.061,45","9.971,37","63,85M","0,25%"
"22.10.2020","9.999,05","9.943,73","9.999,05","9.890,11","56,53M","0,09%"
"21.10.2020","9.989,75","10.147,42","10.159,70","9.989,75","68,04M","-1,54%"
"20.10.2020","10.146,23","10.169,88","10.204,98","10.122,52","75,47M","-0,37%"
"19.10.2020","10.184,36","10.263,17","10.291,28","10.183,42","54,08M","-0,22%"
"16.10.2020","10.207,13","10.116,86","10.251,58","10.111,25","56,28M","1,38%"
"15.10.2020","10.067,96","10.173,78","10.173,78","10.032,47","59,48M","-2,18%"
"14.10.2020","10.292,66","10.360,77","10.386,03","10.275,14","43,40M","-0,42%"
"13.10.2020","10.336,36","10.371,21","10.407,01","10.316,62","49,89M","-0,27%"
"12.10.2020","10.364,10","10.323,76","10.390,40","10.312,38","42,31M","0,43%"
"09.10.2020","10.320,03","10.288,53","10.331,20","10.276,91","42,46M","0,48%"
"08.10.2020","10.270,24","10.229,92","10.307,89","10.195,62","53,94M","0,81%"
"07.10.2020","10.187,88","10.227,26","10.268,25","10.158,19","44,27M","-0,44%"
"06.10.2020","10.233,16","10.292,67","10.295,06","10.197,47","49,72M","-0,68%"
"05.10.2020","10.303,06","10.329,66","10.345,33","10.273,36","44,90M","0,49%"
"02.10.2020","10.252,40","10.143,64","10.252,40","10.130,79","41,46M","0,14%"
"01.10.2020","10.238,12","10.256,95","10.312,37","10.209,99","45,56M","0,50%"
"30.09.2020","10.187,00","10.183,27","10.266,97","10.169,78","56,14M","-0,41%"
"29.09.2020","10.229,30","10.266,48","10.284,93","10.216,42","42,70M","-0,77%"
"28.09.2020","10.308,67","10.336,50","10.359,64","10.261,43","56,84M","0,90%"
"25.09.2020","10.216,28","10.226,81","10.249,07","10.118,08","64,00M","0,05%"
"24.09.2020","10.211,53","10.237,46","10.269,13","10.156,05","61,95M","-1,15%"
"23.09.2020","10.330,06","10.368,65","10.439,74","10.327,54","52,70M","-0,25%"
"22.09.2020","10.355,57","10.364,15","10.403,55","10.318,32","57,84M","0,29%"
"21.09.2020","10.325,44","10.470,30","10.495,49","10.276,50","80,01M","-2,03%"
"18.09.2020","10.539,17","10.532,26","10.591,66","10.508,31","143,37M","0,19%"
"17.09.2020","10.519,33","10.441,94","10.544,35","10.438,61","57,36M","-0,31%"
"16.09.2020","10.552,04","10.519,74","10.580,38","10.519,03","60,28M","0,30%"
"15.09.2020","10.520,00","10.476,92","10.562,02","10.452,91","56,92M","0,60%"
"14.09.2020","10.457,43","10.482,39","10.494,86","10.405,96","67,07M","0,17%"
"11.09.2020","10.439,52","10.358,61","10.474,33","10.356,28","48,06M","0,50%"
"10.09.2020","10.387,44","10.394,81","10.425,80","10.333,53","50,73M","-0,18%"
"09.09.2020","10.406,57","10.290,05","10.430,64","10.274,35","54,82M","1,52%"
"08.09.2020","10.250,44","10.320,84","10.342,46","10.150,44","57,64M","-0,46%"
"07.09.2020","10.297,80","10.211,95","10.341,87","10.204,42","39,09M","1,43%"
"04.09.2020","10.153,09","10.146,49","10.309,55","10.091,98","62,40M","-0,66%"
"03.09.2020","10.220,64","10.452,10","10.511,13","10.195,84","73,84M","-1,58%"
"02.09.2020","10.384,84","10.262,26","10.415,62","10.254,60","61,80M","1,92%"
"01.09.2020","10.188,85","10.228,97","10.283,11","10.154,38","53,98M","0,53%"
"31.08.2020","10.135,56","10.196,21","10.245,02","10.132,81","50,99M","-0,28%"
"28.08.2020","10.164,49","10.233,48","10.254,40","10.147,15","41,04M","-0,74%"
"27.08.2020","10.240,46","10.312,93","10.331,43","10.240,46","39,23M","-0,67%"
"26.08.2020","10.309,65","10.205,18","10.321,32","10.202,13","33,63M","0,77%"
"25.08.2020","10.231,25","10.330,10","10.346,73","10.231,25","43,45M","-0,75%"
"24.08.2020","10.308,39","10.313,66","10.356,75","10.280,94","42,55M","0,88%"
"21.08.2020","10.218,20","10.266,37","10.286,22","10.169,66","41,31M","-0,11%"
"20.08.2020","10.229,92","10.233,56","10.276,59","10.209,20","40,44M","-0,78%"
"19.08.2020","10.310,01","10.153,30","10.310,01","10.139,31","41,39M","1,39%"
"18.08.2020","10.168,40","10.189,64","10.257,94","10.142,46","43,96M","-0,58%"
"17.08.2020","10.228,06","10.174,92","10.228,08","10.120,41","32,36M","0,63%"
"14.08.2020","10.163,60","10.225,93","10.235,45","10.095,22","37,95M","-0,94%"
"13.08.2020","10.260,11","10.280,63","10.303,02","10.243,27","41,96M","-0,18%"
"12.08.2020","10.278,66","10.142,62","10.290,87","10.134,73","49,92M","1,24%"
"11.08.2020","10.153,24","10.133,29","10.213,47","10.109,10","51,40M","0,62%"
"10.08.2020","10.090,91","10.080,48","10.144,11","10.061,19","40,07M","0,23%"
"07.08.2020","10.068,03","10.061,70","10.126,93","10.039,06","37,23M","0,01%"
"06.08.2020","10.067,13","10.084,96","10.149,90","10.015,46","47,56M","-0,31%"
"05.08.2020","10.097,97","10.199,31","10.220,86","10.097,87","37,79M","-0,63%"
"04.08.2020","10.162,04","10.244,98","10.256,92","10.107,29","52,03M","-0,66%"
"03.08.2020","10.229,67","10.013,36","10.279,80","9.999,55","57,35M","2,24%"
"31.07.2020","10.005,90","10.127,03","10.199,62","9.984,99","70,67M","-0,89%"
"30.07.2020","10.095,34","10.267,61","10.274,04","10.007,85","73,53M","-1,73%"
"29.07.2020","10.272,81","10.276,94","10.295,52","10.242,40","54,82M","-0,04%"
"28.07.2020","10.277,20","10.292,22","10.320,20","10.222,89","55,78M","0,05%"
"27.07.2020","10.272,34","10.174,72","10.297,23","10.174,28","46,19M","0,57%"
"24.07.2020","10.214,21","10.271,38","10.273,28","10.181,30","50,39M","-1,63%"
"23.07.2020","10.383,38","10.456,66","10.477,48","10.367,64","58,85M","-0,53%"
"22.07.2020","10.439,04","10.406,21","10.447,99","10.375,98","60,04M","-0,05%"
"21.07.2020","10.444,05","10.495,20","10.535,33","10.421,83","68,41M","-0,26%"
"20.07.2020","10.470,92","10.388,16","10.491,09","10.341,52","45,23M","0,58%"
"17.07.2020","10.410,52","10.428,90","10.430,89","10.370,72","45,17M","-0,22%"
"16.07.2020","10.433,43","10.402,24","10.433,43","10.356,70","50,42M","-0,25%"
"15.07.2020","10.460,01","10.358,83","10.501,34","10.330,42","62,96M","1,95%"
"14.07.2020","10.259,50","10.204,88","10.259,50","10.117,64","64,97M","-0,40%"
"13.07.2020","10.300,96","10.298,82","10.304,04","10.220,33","50,91M","0,69%"
"10.07.2020","10.229,97","10.114,92","10.242,38","10.113,49","47,71M","0,85%"
"09.07.2020","10.143,38","10.219,15","10.265,83","10.117,65","50,17M","-0,34%"
"08.07.2020","10.178,41","10.150,62","10.224,07","10.145,39","50,65M","-0,29%"
"07.07.2020","10.207,96","10.213,54","10.228,86","10.157,52","46,37M","-0,44%"
"06.07.2020","10.253,38","10.248,88","10.268,19","10.197,38","50,51M","1,26%"
"03.07.2020","10.125,84","10.204,49","10.210,15","10.110,25","33,57M","-0,61%"
"02.07.2020","10.187,56","10.157,83","10.187,56","10.113,03","66,55M","0,97%"
"01.07.2020","10.089,67","10.027,45","10.142,22","9.991,49","62,47M","0,44%"
"30.06.2020","10.045,30","10.070,96","10.077,23","10.000,82","53,42M","-0,15%"
"29.06.2020","10.060,46","10.021,89","10.080,85","10.004,26","54,86M","0,18%"
"26.06.2020","10.041,91","10.163,91","10.172,15","10.018,20","68,58M","-0,47%"
"25.06.2020","10.089,83","9.976,00","10.089,83","9.925,96","68,20M","0,68%"
"24.06.2020","10.021,99","10.187,78","10.216,52","10.021,99","75,17M","-2,19%"
"23.06.2020","10.246,56","10.205,72","10.265,82","10.180,81","67,99M","0,94%"
"22.06.2020","10.151,13","10.196,02","10.272,94","10.144,86","56,47M","-1,12%"
"19.06.2020","10.266,29","10.226,53","10.291,46","10.200,46","157,01M","0,78%"
"18.06.2020","10.186,50","10.191,88","10.218,59","10.131,68","72,28M","-0,15%"
"17.06.2020","10.202,19","10.084,10","10.218,05","10.074,95","66,13M","1,67%"
"16.06.2020","10.034,29","9.873,45","10.098,50","9.869,25","87,52M","1,95%"
"15.06.2020","9.842,56","9.762,95","9.874,61","9.633,20","74,23M","0,47%"
"12.06.2020","9.796,37","9.800,01","9.913,90","9.723,89","74,56M","-0,33%"
"11.06.2020","9.828,58","10.108,18","10.116,71","9.828,58","101,23M","-3,14%"
"10.06.2020","10.147,18","10.190,07","10.218,26","10.122,38","83,18M","-0,37%"
"09.06.2020","10.184,82","10.153,39","10.206,64","10.112,43","98,87M","0,32%"
"08.06.2020","10.152,77","10.114,02","10.188,30","10.082,05","85,22M","-0,37%"
"05.06.2020","10.190,37","10.082,56","10.190,37","10.061,83","100,09M","1,14%"
"04.06.2020","10.075,68","10.152,59","10.203,91","10.024,02","97,60M","-1,06%"
"03.06.2020","10.183,77","9.962,22","10.183,85","9.954,09","112,95M","2,33%"
"02.06.2020","9.951,45","9.874,84","9.979,18","9.872,96","93,01M","1,22%"
"29.05.2020","9.831,49","9.918,50","9.944,53","9.823,73","135,19M","-0,95%"
"28.05.2020","9.926,03","9.776,93","9.966,05","9.769,45","101,20M","2,16%"
"27.05.2020","9.716,52","9.853,90","9.856,91","9.673,15","115,38M","-1,16%"
"26.05.2020","9.830,83","9.879,06","9.884,33","9.790,25","81,60M","0,06%"
"25.05.2020","9.824,54","9.743,13","9.832,35","9.711,75","42,22M","1,40%"
"22.05.2020","9.688,99","9.713,75","9.729,29","9.604,37","72,60M","-1,04%"
"20.05.2020","9.790,85","9.731,90","9.790,85","9.716,75","60,84M","0,27%"
"19.05.2020","9.764,23","9.741,21","9.785,18","9.703,61","80,45M","0,24%"
"18.05.2020","9.740,77","9.536,72","9.740,77","9.533,80","74,28M","2,72%"
"15.05.2020","9.483,10","9.526,44","9.576,57","9.474,14","71,68M","0,37%"
"14.05.2020","9.448,14","9.581,60","9.592,50","9.393,47","94,22M","-1,90%"
"13.05.2020","9.631,62","9.679,88","9.694,36","9.621,49","78,83M","-1,05%"
"12.05.2020","9.733,53","9.693,06","9.760,54","9.674,07","54,57M","0,45%"
"11.05.2020","9.689,71","9.679,53","9.726,24","9.590,74","55,08M","0,25%"
"08.05.2020","9.665,35","9.666,66","9.688,63","9.628,76","43,19M","0,49%"
"07.05.2020","9.617,98","9.609,13","9.635,96","9.555,61","65,78M","0,48%"
"06.05.2020","9.571,70","9.506,28","9.597,33","9.480,10","68,77M","0,63%"
"05.05.2020","9.512,17","9.444,58","9.512,17","9.416,14","79,36M","1,30%"
"04.05.2020","9.390,27","9.618,93","9.619,38","9.389,66","104,02M","-2,48%"
"30.04.2020","9.629,40","9.850,87","9.877,30","9.629,40","113,04M","-2,39%"
"29.04.2020","9.865,32","9.847,41","9.895,01","9.799,08","106,56M","-0,24%"
"28.04.2020","9.889,46","9.787,39","9.948,84","9.780,95","117,98M","1,34%"
"27.04.2020","9.758,82","9.610,40","9.784,59","9.610,40","77,38M","1,38%"
"24.04.2020","9.625,65","9.560,00","9.679,69","9.552,35","69,74M","0,00%"
"23.04.2020","9.625,48","9.625,75","9.701,60","9.529,99","75,28M","-0,05%"
"22.04.2020","9.630,56","9.620,89","9.650,58","9.566,54","62,90M","0,87%"
"21.04.2020","9.547,85","9.734,96","9.762,74","9.544,47","73,14M","-2,43%"
"20.04.2020","9.785,27","9.669,32","9.785,27","9.583,67","67,18M","1,79%"
"17.04.2020","9.612,83","9.455,16","9.663,03","9.453,66","116,14M","1,83%"
"16.04.2020","9.439,91","9.416,20","9.474,80","9.381,20","89,57M","1,28%"
"15.04.2020","9.320,20","9.529,68","9.568,10","9.309,94","82,83M","-2,29%"
"14.04.2020","9.538,61","9.507,46","9.613,77","9.499,23","78,26M","0,91%"
"09.04.2020","9.452,83","9.465,86","9.550,37","9.321,93","96,88M","0,22%"
"08.04.2020","9.432,39","9.427,41","9.452,94","9.350,22","70,19M","-0,86%"
"07.04.2020","9.514,60","9.470,48","9.695,84","9.450,75","98,12M","0,55%"
"06.04.2020","9.462,34","9.259,73","9.522,11","9.259,09","81,88M","2,38%"
"03.04.2020","9.242,44","9.281,33","9.309,87","9.219,10","70,42M","-0,31%"
"02.04.2020","9.270,96","9.212,09","9.318,61","9.075,15","83,44M","1,11%"
"01.04.2020","9.168,98","9.311,92","9.311,92","9.036,73","88,88M","-1,54%"
"31.03.2020","9.311,92","9.184,78","9.370,85","9.155,11","107,29M","1,50%"
"30.03.2020","9.174,39","9.047,71","9.174,39","8.866,35","94,71M","1,98%"
"27.03.2020","8.996,37","9.174,95","9.192,97","8.868,05","110,30M","-2,26%"
"26.03.2020","9.203,98","8.895,18","9.203,98","8.824,16","125,63M","2,39%"
"25.03.2020","8.989,16","8.772,02","9.136,83","8.664,44","148,18M","2,93%"
"24.03.2020","8.733,32","8.187,51","8.733,32","8.187,02","140,99M","7,02%"
"23.03.2020","8.160,79","8.623,86","8.642,42","8.160,79","150,09M","-5,37%"
"20.03.2020","8.623,86","8.782,15","9.174,58","8.623,86","255,26M","-1,80%"
"19.03.2020","8.782,24","8.361,09","8.782,24","8.327,86","187,66M","5,32%"
"18.03.2020","8.338,74","8.493,04","8.493,04","8.094,90","211,12M","-1,82%"
"17.03.2020","8.493,04","8.227,08","8.627,48","7.953,53","154,20M","3,23%"
"16.03.2020","8.227,08","8.360,09","8.391,21","7.650,23","203,96M","-1,68%"
"13.03.2020","8.367,56","8.282,51","9.042,54","8.266,48","231,69M","1,17%"
"12.03.2020","8.270,44","9.152,50","9.152,50","8.168,86","265,74M","-9,64%"
